

============================== EXP at 2025-03-13 11:33:06 ==============================


============================== EXP at 2025-03-13 11:33:06 ==============================
dev | avg_loss: 1.7000080366288461 | {}
train | epoch   0 | Iter:    144/ 10950 | global iter:     25/  1825 | loss: 0.1229 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.596 | step time: 8.735
train | epoch   1 | Iter:   2544/ 10950 | global iter:    425/  1825 | loss: 0.0633 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.709 | step time: 9.055
train | epoch   1 | Iter:   2545/ 10950 | global iter:    425/  1825 | loss: 0.0000 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.570 | step time: 0.063
train | epoch   1 | Iter:   2546/ 10950 | global iter:    425/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.484 | step time: 0.059
train | epoch   1 | Iter:   2547/ 10950 | global iter:    425/  1825 | loss: 0.0009 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2548/ 10950 | global iter:    425/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2549/ 10950 | global iter:    425/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1194/ 10890 | global iter:    200/  1815 | loss: 0.2964 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.597 | step time: 8.699
train | epoch   0 | Iter:   1195/ 10890 | global iter:    200/  1815 | loss: 0.0016 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.474 | step time: 0.059
train | epoch   0 | Iter:   1196/ 10890 | global iter:    200/  1815 | loss: 0.0017 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1197/ 10890 | global iter:    200/  1815 | loss: 0.0034 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1198/ 10890 | global iter:    200/  1815 | loss: 0.0025 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1199/ 10890 | global iter:    200/  1815 | loss: 0.0019 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2694/ 10950 | global iter:    450/  1825 | loss: 0.0638 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.710 | step time: 8.911
train | epoch   1 | Iter:   2695/ 10950 | global iter:    450/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.571 | step time: 0.063
train | epoch   1 | Iter:   2696/ 10950 | global iter:    450/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2697/ 10950 | global iter:    450/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.485 | step time: 0.059
train | epoch   1 | Iter:   2698/ 10950 | global iter:    450/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2699/ 10950 | global iter:    450/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1344/ 10890 | global iter:    225/  1815 | loss: 0.3050 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.598 | step time: 8.843
train | epoch   0 | Iter:   1345/ 10890 | global iter:    225/  1815 | loss: 0.0016 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.476 | step time: 0.059
train | epoch   0 | Iter:   1346/ 10890 | global iter:    225/  1815 | loss: 0.0027 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1347/ 10890 | global iter:    225/  1815 | loss: 0.0021 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   0 | Iter:   1348/ 10890 | global iter:    225/  1815 | loss: 0.0022 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1349/ 10890 | global iter:    225/  1815 | loss: 0.0034 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2844/ 10950 | global iter:    475/  1825 | loss: 0.0713 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.710 | step time: 9.044
train | epoch   1 | Iter:   2845/ 10950 | global iter:    475/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.570 | step time: 0.063
train | epoch   1 | Iter:   2846/ 10950 | global iter:    475/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2847/ 10950 | global iter:    475/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.484 | step time: 0.059
train | epoch   1 | Iter:   2848/ 10950 | global iter:    475/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.484 | step time: 0.059
train | epoch   1 | Iter:   2849/ 10950 | global iter:    475/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1494/ 10890 | global iter:    250/  1815 | loss: 0.2791 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.598 | step time: 8.700
train | epoch   0 | Iter:   1495/ 10890 | global iter:    250/  1815 | loss: 0.0065 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.475 | step time: 0.059
train | epoch   0 | Iter:   1496/ 10890 | global iter:    250/  1815 | loss: 0.0010 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1497/ 10890 | global iter:    250/  1815 | loss: 0.0025 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1498/ 10890 | global iter:    250/  1815 | loss: 0.0007 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   0 | Iter:   1499/ 10890 | global iter:    250/  1815 | loss: 0.0009 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2994/ 10950 | global iter:    500/  1825 | loss: 0.0649 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.709 | step time: 8.910
train | epoch   1 | Iter:   2995/ 10950 | global iter:    500/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.569 | step time: 0.063
train | epoch   1 | Iter:   2996/ 10950 | global iter:    500/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.484 | step time: 0.059
train | epoch   1 | Iter:   2997/ 10950 | global iter:    500/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2998/ 10950 | global iter:    500/  1825 | loss: 0.0004 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2999/ 10950 | global iter:    500/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1644/ 10890 | global iter:    275/  1815 | loss: 0.2911 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.596 | step time: 8.842
train | epoch   0 | Iter:   1645/ 10890 | global iter:    275/  1815 | loss: 0.0019 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.475 | step time: 0.059
train | epoch   0 | Iter:   1646/ 10890 | global iter:    275/  1815 | loss: 0.0023 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   0 | Iter:   1647/ 10890 | global iter:    275/  1815 | loss: 0.0020 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1648/ 10890 | global iter:    275/  1815 | loss: 0.0018 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1649/ 10890 | global iter:    275/  1815 | loss: 0.0011 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   3144/ 10950 | global iter:    525/  1825 | loss: 0.1054 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.710 | step time: 9.050
train | epoch   1 | Iter:   3145/ 10950 | global iter:    525/  1825 | loss: 0.0008 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.569 | step time: 0.063
train | epoch   1 | Iter:   3146/ 10950 | global iter:    525/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3147/ 10950 | global iter:    525/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3148/ 10950 | global iter:    525/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3149/ 10950 | global iter:    525/  1825 | loss: 0.0007 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   0 | Iter:   1794/ 10890 | global iter:    300/  1815 | loss: 0.2792 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.597 | step time: 8.699
train | epoch   0 | Iter:   1795/ 10890 | global iter:    300/  1815 | loss: 0.0053 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.475 | step time: 0.059
train | epoch   0 | Iter:   1796/ 10890 | global iter:    300/  1815 | loss: 0.0006 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   0 | Iter:   1797/ 10890 | global iter:    300/  1815 | loss: 0.0006 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1798/ 10890 | global iter:    300/  1815 | loss: 0.0011 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1799/ 10890 | global iter:    300/  1815 | loss: 0.0005 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   3294/ 10950 | global iter:    550/  1825 | loss: 0.1171 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.710 | step time: 8.915
train | epoch   1 | Iter:   3295/ 10950 | global iter:    550/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.569 | step time: 0.063
train | epoch   1 | Iter:   3296/ 10950 | global iter:    550/  1825 | loss: 0.0007 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.484 | step time: 0.059
train | epoch   1 | Iter:   3297/ 10950 | global iter:    550/  1825 | loss: 0.0010 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3298/ 10950 | global iter:    550/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3299/ 10950 | global iter:    550/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   1944/ 10890 | global iter:    325/  1815 | loss: 0.2662 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.594 | step time: 8.791
train | epoch   0 | Iter:   1945/ 10890 | global iter:    325/  1815 | loss: 0.0005 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.474 | step time: 0.059
train | epoch   0 | Iter:   1946/ 10890 | global iter:    325/  1815 | loss: 0.0031 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   0 | Iter:   1947/ 10890 | global iter:    325/  1815 | loss: 0.0023 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   1948/ 10890 | global iter:    325/  1815 | loss: 0.0013 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   0 | Iter:   1949/ 10890 | global iter:    325/  1815 | loss: 0.0021 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   3444/ 10950 | global iter:    575/  1825 | loss: 0.1048 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.712 | step time: 9.049
train | epoch   1 | Iter:   3445/ 10950 | global iter:    575/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.570 | step time: 0.063
train | epoch   1 | Iter:   3446/ 10950 | global iter:    575/  1825 | loss: 0.0012 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3447/ 10950 | global iter:    575/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3448/ 10950 | global iter:    575/  1825 | loss: 0.0007 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3449/ 10950 | global iter:    575/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   0 | Iter:   2094/ 10890 | global iter:    350/  1815 | loss: 0.2741 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.595 | step time: 8.704
train | epoch   0 | Iter:   2095/ 10890 | global iter:    350/  1815 | loss: 0.0037 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.475 | step time: 0.059
train | epoch   0 | Iter:   2096/ 10890 | global iter:    350/  1815 | loss: 0.0013 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   0 | Iter:   2097/ 10890 | global iter:    350/  1815 | loss: 0.0028 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   2098/ 10890 | global iter:    350/  1815 | loss: 0.0048 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   0 | Iter:   2099/ 10890 | global iter:    350/  1815 | loss: 0.0024 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   3594/ 10950 | global iter:    600/  1825 | loss: 0.0941 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.710 | step time: 8.906
train | epoch   1 | Iter:   3595/ 10950 | global iter:    600/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.570 | step time: 0.063
train | epoch   1 | Iter:   3596/ 10950 | global iter:    600/  1825 | loss: 0.0011 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3597/ 10950 | global iter:    600/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3598/ 10950 | global iter:    600/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3599/ 10950 | global iter:    600/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
dev | avg_loss: 1.3370658697620514 | {}
train | epoch   1 | Iter:   2244/ 10890 | global iter:    375/  1815 | loss: 0.2285 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.708 | step time: 9.061
train | epoch   1 | Iter:   2245/ 10890 | global iter:    375/  1815 | loss: 0.0024 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.566 | step time: 0.063
train | epoch   1 | Iter:   2246/ 10890 | global iter:    375/  1815 | loss: 0.0011 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2247/ 10890 | global iter:    375/  1815 | loss: 0.0009 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   2248/ 10890 | global iter:    375/  1815 | loss: 0.0003 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2249/ 10890 | global iter:    375/  1815 | loss: 0.0026 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   3744/ 10950 | global iter:    625/  1825 | loss: 0.0906 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.711 | step time: 9.020
train | epoch   1 | Iter:   3745/ 10950 | global iter:    625/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.575 | step time: 0.063
train | epoch   1 | Iter:   3746/ 10950 | global iter:    625/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3747/ 10950 | global iter:    625/  1825 | loss: 0.0003 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3748/ 10950 | global iter:    625/  1825 | loss: 0.0023 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3749/ 10950 | global iter:    625/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   2394/ 10890 | global iter:    400/  1815 | loss: 0.1912 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.708 | step time: 8.900
train | epoch   1 | Iter:   2395/ 10890 | global iter:    400/  1815 | loss: 0.0003 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.567 | step time: 0.063
train | epoch   1 | Iter:   2396/ 10890 | global iter:    400/  1815 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   2397/ 10890 | global iter:    400/  1815 | loss: 0.0017 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2398/ 10890 | global iter:    400/  1815 | loss: 0.0028 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2399/ 10890 | global iter:    400/  1815 | loss: 0.0008 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   3894/ 10950 | global iter:    650/  1825 | loss: 0.1058 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.712 | step time: 8.907
train | epoch   1 | Iter:   3895/ 10950 | global iter:    650/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.569 | step time: 0.063
train | epoch   1 | Iter:   3896/ 10950 | global iter:    650/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   3897/ 10950 | global iter:    650/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3898/ 10950 | global iter:    650/  1825 | loss: 0.0022 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   3899/ 10950 | global iter:    650/  1825 | loss: 0.0022 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2544/ 10890 | global iter:    425/  1815 | loss: 0.1704 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.709 | step time: 9.033
train | epoch   1 | Iter:   2545/ 10890 | global iter:    425/  1815 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.567 | step time: 0.063
train | epoch   1 | Iter:   2546/ 10890 | global iter:    425/  1815 | loss: 0.0020 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2547/ 10890 | global iter:    425/  1815 | loss: 0.0005 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   2548/ 10890 | global iter:    425/  1815 | loss: 0.0029 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   2549/ 10890 | global iter:    425/  1815 | loss: 0.0009 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   4044/ 10950 | global iter:    675/  1825 | loss: 0.1172 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.710 | step time: 9.043
train | epoch   1 | Iter:   4045/ 10950 | global iter:    675/  1825 | loss: 0.0003 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.570 | step time: 0.063
train | epoch   1 | Iter:   4046/ 10950 | global iter:    675/  1825 | loss: 0.0024 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   4047/ 10950 | global iter:    675/  1825 | loss: 0.0000 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   4048/ 10950 | global iter:    675/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   4049/ 10950 | global iter:    675/  1825 | loss: 0.0007 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2694/ 10890 | global iter:    450/  1815 | loss: 0.1663 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.708 | step time: 8.900
train | epoch   1 | Iter:   2695/ 10890 | global iter:    450/  1815 | loss: 0.0008 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.566 | step time: 0.063
train | epoch   1 | Iter:   2696/ 10890 | global iter:    450/  1815 | loss: 0.0021 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   2697/ 10890 | global iter:    450/  1815 | loss: 0.0021 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.481 | step time: 0.059
train | epoch   1 | Iter:   2698/ 10890 | global iter:    450/  1815 | loss: 0.0013 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   2699/ 10890 | global iter:    450/  1815 | loss: 0.0023 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.480 | step time: 0.059
train | epoch   1 | Iter:   4194/ 10950 | global iter:    700/  1825 | loss: 0.0976 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.713 | step time: 8.914
train | epoch   1 | Iter:   4195/ 10950 | global iter:    700/  1825 | loss: 0.0002 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.570 | step time: 0.063
train | epoch   1 | Iter:   4196/ 10950 | global iter:    700/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   4197/ 10950 | global iter:    700/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   4198/ 10950 | global iter:    700/  1825 | loss: 0.0010 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.483 | step time: 0.059
train | epoch   1 | Iter:   4199/ 10950 | global iter:    700/  1825 | loss: 0.0001 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.482 | step time: 0.059
train | epoch   1 | Iter:   2844/ 10890 | global iter:    475/  1815 | loss: 0.1698 | ds_loss: 0.0000 | lr: 7.0000e-05 | scale:     1.0000 | micro time: 1.706 | step time: 9.052
